Query,run 1,run 2,run 3,run 4,run 5,run 6,run 7,run 8,run 9,run 10,min,max,median,avg,stddev
1,0.24277,0.239458,0.239615,0.237844,0.238617,0.236089,0.240767,0.23727,0.237171,0.238171,0.236089,0.24277,0.238394,0.2387772,0.001955309228
2,0.0218551,0.0206645,0.0198921,0.020187,0.0197308,0.0197541,0.0214891,0.0198115,0.0199815,0.0197891,0.0197308,0.0218551,0.0199368,0.02031548,0.0007720822449
3,0.483606,0.420474,0.408623,0.409481,0.411518,0.407649,0.406289,0.399859,0.390652,0.391196,0.390652,0.483606,0.408136,0.4129347,0.02644904369
4,0.235818,0.232653,0.23868,0.236418,0.23216,0.232868,0.235185,0.232819,0.233982,0.23282,0.23216,0.23868,0.233425,0.2343403,0.002123135786
5,0.279518,0.292701,0.286465,0.273387,0.274364,0.268234,0.282835,0.276903,0.27163,0.279638,0.268234,0.292701,0.2782105,0.2785675,0.007337687999
6,0.0643368,0.0632183,0.0645327,0.0632955,0.0634579,0.0646637,0.0651582,0.0634101,0.064737,0.0633412,0.0632183,0.0651582,0.06389735,0.06401514,0.0007381096173
7,0.256253,0.257003,0.259715,0.259594,0.260771,0.259085,0.262679,0.257734,0.259644,0.252663,0.252663,0.262679,0.2593395,0.2585141,0.002766683914
8,0.139524,0.133409,0.134692,0.134129,0.135151,0.13426,0.133646,0.134074,0.133899,0.133892,0.133409,0.139524,0.1341015,0.1346676,0.001777873961
9,0.693973,0.697666,0.696778,0.699787,0.697971,0.859153,0.863408,0.873565,0.868588,0.697809,0.693973,0.873565,0.698879,0.7648698,0.08727910631
10,0.26695,0.26635,0.268749,0.267998,0.267922,0.266242,0.268451,0.270949,0.267018,0.266802,0.266242,0.270949,0.26747,0.2677431,0.001419006182
11,0.0381598,0.0362839,0.0350972,0.0354859,0.0358789,0.0350375,0.0363248,0.0321642,0.0320082,0.03214,0.0320082,0.0381598,0.03529155,0.03485804,0.002091728442
12,0.118211,0.117952,0.117216,0.120045,0.116315,0.119914,0.116305,0.117155,0.120703,0.118515,0.116305,0.120703,0.1180815,0.1182331,0.001562094566
13,1.32767,1.32238,1.31632,1.31392,1.31977,1.31595,1.3163,1.31704,1.31352,1.31703,1.31352,1.32767,1.316675,1.31799,0.004272904295
14,0.0884882,0.0870509,0.0870493,0.0861037,0.0870542,0.085966,0.0862888,0.0868863,0.0861309,0.0867717,0.085966,0.0884882,0.086829,0.086779,0.0007403442668
15,0.135961,0.13026,0.13143,0.131395,0.129021,0.130214,0.12919,0.129989,0.130199,0.13083,0.129021,0.135961,0.130237,0.1308489,0.001965669038
16,0.270726,0.248196,0.245442,0.247616,0.248222,0.247948,0.245578,0.260211,0.246053,0.246289,0.245442,0.270726,0.247782,0.2506281,0.008272283971
17,0.164513,0.147793,0.146134,0.146875,0.153724,0.14991,0.152112,0.145648,0.146944,0.144818,0.144818,0.164513,0.1473685,0.1498471,0.005901457437
18,1.21171,0.882697,0.795258,0.788423,0.7916,0.791602,0.794813,0.787881,0.790838,0.799373,0.787881,1.21171,0.7932075,0.8434195,0.1325171261
19,0.5058,0.509276,0.517235,0.509761,0.512766,0.512068,0.514872,0.513154,0.512406,0.513852,0.5058,0.517235,0.512586,0.512119,0.003195537374
20,0.0906489,0.0937174,0.0905987,0.0899173,0.0891805,0.0910884,0.0897006,0.0902463,0.0895456,0.0904299,0.0891805,0.0937174,0.0903381,0.09050736,0.001266186992
21,0.400901,0.398909,0.40282,0.403591,0.405662,0.401293,0.404223,0.403562,0.401788,0.40274,0.398909,0.405662,0.40278,0.4025489,0.001910121023
22,0.0925952,0.0927225,0.0932243,0.0925826,0.0929672,0.0912012,0.0938309,0.0924339,0.0940876,0.0950829,0.0912012,0.0950829,0.09284485,0.09307283,0.001063606439
SUM,7.129988,6.6908345,6.5955663,6.567836,6.5838235,6.7201899,6.7594454,6.7427653,6.7115258,6.5539928,6.496423,7.3611156,6.57581065,6.70559675,0.1679127932
