Query,run 1,run 2,run 3,run 4,run 5,run 6,run 7,run 8,run 9,run 10,min,max,median,avg,stddev
1,46168.716,26707.414,30128.099,30234.063,33664.559,30257.7,28095.084,23748.839,26860.763,28166.521,23748.839,46168.716,29147.31,30403.1758,6147.553824
2,343.966,250.295,233.626,214.774,227.825,220.092,201.19,189.652,198.878,187.441,187.441,343.966,217.433,226.7739,45.80364078
3,6306.891,1806.355,7864.908,1423.823,1115.33,1383.285,7273.17,1956.473,1541.224,2730.634,1115.33,7864.908,1881.414,3340.2093,2688.862231
4,1647.923,1160.858,1206.985,1093.575,1100.613,1114.319,903.78,4276.598,1077.366,2922.437,903.78,4276.598,1137.5885,1650.4454,1092.234227
5,1734.079,7324.128,1754.317,1185.565,1530.071,6750.73,1768.169,1517.758,1279.99,6839.703,1185.565,7324.128,1744.198,3168.451,2635.350521
6,4179.786,203.653,185.663,186.013,187.103,186.893,214.17,230.84,186.634,229.952,185.663,4179.786,195.378,599.0707,1258.266122
7,1614.463,9494.867,1930.355,1570.855,5699.638,9956.734,8905.128,2189.978,7367.567,2127.756,1570.855,9956.734,3944.808,5085.7341,3572.021764
8,1145.017,1051.767,7914.143,1545.412,1511.998,3488.43,1609.791,5552.679,7336.668,1436.77,1051.767,7914.143,1577.6015,3259.2675,2687.025356
9,25790.419,20962.994,28338.356,28390.474,25384.589,24337.276,28316.82,31326.148,22723.662,20470.249,20470.249,31326.148,25587.504,25604.0987,3546.855822
10,1725.886,1127.2,1070.087,3565.951,1083.34,967.086,1133.137,1054.51,1097.82,963.513,963.513,3565.951,1090.58,1378.853,798.361992
11,172.613,174.725,170.785,183.034,199.928,166.372,167.144,179.357,170.603,160.746,160.746,199.928,171.699,174.5307,10.97947696
12,2733.323,843.191,1246.302,1015.559,1198.638,1385.005,1075.412,830.948,1019.751,4665.524,830.948,4665.524,1137.025,1601.3653,1207.932575
13,9437.149,9485.761,9811.964,10946.334,9476.394,10748.548,8948.632,9989.919,10045.278,10298.887,8948.632,10946.334,9900.9415,9918.8866,621.6199199
14,215.133,202.456,203.089,211.487,197.52,204.386,199.201,205.426,583.825,211.538,197.52,583.825,204.906,243.4061,119.7431793
15,519.893,496.136,507.349,545.349,642.21,523.407,567.858,598.734,819.344,554.548,496.136,819.344,549.9485,577.4828,95.78106743
16,3167.028,3513.904,3227.03,3035.746,3803.918,3192.002,3334.394,3235.053,3353.697,3525.638,3035.746,3803.918,3284.7235,3338.841,223.1837539
17,2751.883,10862.92,3292.335,14546.69,4118.075,12966.858,3311.086,13906.577,3354.796,15839.582,2751.883,15839.582,7490.4975,8495.0802,5557.365595
18,3589.244,3745.577,4398.138,2721.446,13731.458,5975.717,3347.501,4268.328,3950.644,3241.056,2721.446,13731.458,3848.1105,4896.9109,3225.98983
19,3267.359,1663.401,1665.553,2003.047,1837.403,2402.493,1753.904,1653.223,2655.924,1749.365,1653.223,3267.359,1795.6535,2065.1672,542.7506372
20,886.274,1229.286,912.805,797.876,876.306,745.665,3038.719,718.529,903.831,2189.795,718.529,3038.719,895.0525,1229.9086,769.2587565
21,6162.225,9218.794,4044.954,10853.519,9154.297,9477.748,3423.115,12228.324,10587.567,6893.832,3423.115,12228.324,9186.5455,8204.4375,2953.185472
22,1021.85,764.036,751.774,837.525,848.219,762.669,808.485,730.885,756.114,739.457,730.885,1021.85,763.3525,802.1014,87.15218841
SUM,124581.12,112289.718,110858.617,117108.117,117589.432,127213.415,108395.89,120588.778,107871.946,116144.944,77051.811,193067.243,105752.2705,116264.1977,6562.5043
